X,Y,Z
73,67,50
73,67,50
74,67,57
74,67,57
74,67,53
74,67,53
74,65,50
74,65,50
77,65,50
77,65,50
75,65,62
75,65,62
74,65,62
74,65,62
72,65,62
72,65,62
72,65,65
72,65,65
71,65,63
71,65,63
71,65,62
71,65,62
74,65,60
74,65,60
67,65,60
67,65,60
69,65,59
69,65,59
69,65,59
69,65,59
71,65,55
71,65,55
71,65,60
71,65,60
71,72,55
71,72,55
71,72,51
71,72,51
63,72,48
63,72,48
63,72,58
63,72,58
63,70,62
63,70,62
63,69,60
63,69,60
63,67,58
63,67,58
63,67,57
63,67,57
75,65,55
75,65,55
74,65,53
74,65,53
72,69,51
72,69,51
72,62,51
72,62,51
70,63,51
70,63,51
70,63,53
70,63,53
69,65,55
69,65,55
